Cer,[M+C2H3O2]-,NL_C2H4CO2,M-H-H2CO,NL_H2O&SN1,NL_H2O&SN2amide,SN2amide
Cer(d18:2/19:0)+C2H3O2,636.5572,576.5361,560.5411,322.3116,261.2221,296.2959
Cer(d18:2/20:0)+C2H3O2,650.5728,590.5517,558.5255,336.3272,261.2221,310.3115
Cer(d18:2/20:1)+C2H3O2,648.5572,588.5361,556.5098,334.3116,261.2221,308.2959
Cer(d18:2/20:2)+C2H3O2,646.5415,586.5204,554.4942,332.2959,261.2221,306.2802
Cer(d18:2/20:3)+C2H3O2,644.5259,584.5048,552.4785,330.2803,261.2221,304.2646
Cer(d18:2/20:4)+C2H3O2,642.5102,582.4891,550.4629,328.2646,261.2221,302.2489
Cer(d18:2/20:5)+C2H3O2,640.4946,580.4735,574.5568,326.249,261.2221,300.2333
Cer(d18:2/21:0)+C2H3O2,664.5885,604.5674,588.5724,350.3429,261.2221,324.3272
Cer(d18:2/22:0)+C2H3O2,678.6041,618.583,586.5568,364.3585,261.2221,338.3428
Cer(d18:2/22:1)+C2H3O2,676.5885,616.5674,584.5411,362.3429,261.2221,336.3272
Cer(d18:2/22:2)+C2H3O2,674.5728,614.5517,582.5255,360.3272,261.2221,334.3115
Cer(d18:2/22:3)+C2H3O2,672.5572,612.5361,580.5098,358.3116,261.2221,332.2959
Cer(d18:2/22:4)+C2H3O2,670.5415,610.5204,578.4942,356.2959,261.2221,330.2802
Cer(d18:2/22:5)+C2H3O2,668.5259,608.5048,576.4785,354.2803,261.2221,328.2646
Cer(d18:2/22:6)+C2H3O2,666.5102,606.4891,602.5881,352.2646,261.2221,326.2489
Cer(d18:2/23:0)+C2H3O2,692.6198,632.5987,616.6037,378.3742,261.2221,352.3585
Cer(d18:2/24:0)+C2H3O2,706.6354,646.6143,614.5881,392.3898,261.2221,366.3741
Cer(d18:2/24:1)+C2H3O2,704.6198,644.5987,630.6194,390.3742,261.2221,364.3585
Cer(d18:2/25:0)+C2H3O2,720.6511,660.63,644.635,406.4055,261.2221,380.3898
Cer(d18:2/26:0)+C2H3O2,734.6667,674.6456,392.3533,420.4211,261.2221,394.4054
Cer(d18:2/8:0)+C2H3O2,482.385,422.3639,418.369,168.1394,261.2221,142.1237
Cer(d18:3/10:0)+C2H3O2,508.4007,448.3796,446.4003,196.1707,259.2065,170.155
Cer(d18:3/12:0)+C2H3O2,536.432,476.4109,460.416,224.202,259.2065,198.1863
Cer(d18:3/13:0)+C2H3O2,550.4477,490.4266,474.4316,238.2177,259.2065,212.202
Cer(d18:3/14:0)+C2H3O2,564.4633,504.4422,472.416,252.2333,259.2065,226.2176
Cer(d18:3/14:1)+C2H3O2,562.4477,502.4266,488.4473,250.2177,259.2065,224.202
Cer(d18:3/15:0)+C2H3O2,578.479,518.4579,486.4316,266.249,259.2065,240.2333
Cer(d18:3/15:1)+C2H3O2,576.4633,516.4422,502.4629,264.2333,259.2065,238.2176
Cer(d18:3/16:0)+C2H3O2,592.4946,532.4735,500.4473,280.2646,259.2065,254.2489
Cer(d18:3/16:1)+C2H3O2,590.479,530.4579,516.4786,278.249,259.2065,252.2333
Cer(d18:3/17:0)+C2H3O2,606.5103,546.4892,514.4629,294.2803,259.2065,268.2646
Cer(d18:3/17:1)+C2H3O2,604.4946,544.4735,512.4473,292.2646,259.2065,266.2489
Cer(d18:3/17:2)+C2H3O2,602.479,542.4579,530.4942,290.249,259.2065,264.2333
Cer(d18:3/18:0)+C2H3O2,620.5259,560.5048,528.4786,308.2959,259.2065,282.2802
Cer(d18:3/18:1)+C2H3O2,618.5103,558.4892,526.4629,306.2803,259.2065,280.2646
Cer(d18:3/18:2)+C2H3O2,616.4946,556.4735,524.4473,304.2646,259.2065,278.2489
Cer(d18:3/18:3)+C2H3O2,614.479,554.4579,522.4316,302.249,259.2065,276.2333
Cer(d18:3/18:4)+C2H3O2,612.4633,552.4422,544.5099,300.2333,259.2065,274.2176
Cer(d18:3/19:0)+C2H3O2,634.5416,574.5205,558.5255,322.3116,259.2065,296.2959
Cer(d18:3/20:0)+C2H3O2,648.5572,588.5361,556.5099,336.3272,259.2065,310.3115
Cer(d18:3/20:1)+C2H3O2,646.5416,586.5205,554.4942,334.3116,259.2065,308.2959
Cer(d18:3/20:2)+C2H3O2,644.5259,584.5048,552.4786,332.2959,259.2065,306.2802
Cer(d18:3/20:3)+C2H3O2,642.5103,582.4892,550.4629,330.2803,259.2065,304.2646
Cer(d18:3/20:4)+C2H3O2,640.4946,580.4735,548.4473,328.2646,259.2065,302.2489
Cer(d18:3/20:5)+C2H3O2,638.479,578.4579,572.5412,326.249,259.2065,300.2333
Cer(d18:3/21:0)+C2H3O2,662.5729,602.5518,586.5568,350.3429,259.2065,324.3272
Cer(d18:3/22:0)+C2H3O2,676.5885,616.5674,584.5412,364.3585,259.2065,338.3428
Cer(d18:3/22:1)+C2H3O2,674.5729,614.5518,582.5255,362.3429,259.2065,336.3272
Cer(d18:3/22:2)+C2H3O2,672.5572,612.5361,580.5099,360.3272,259.2065,334.3115
Cer(d18:3/22:3)+C2H3O2,670.5416,610.5205,578.4942,358.3116,259.2065,332.2959
Cer(d18:3/22:4)+C2H3O2,668.5259,608.5048,576.4786,356.2959,259.2065,330.2802
Cer(d18:3/22:5)+C2H3O2,666.5103,606.4892,574.4629,354.2803,259.2065,328.2646
Cer(d18:3/22:6)+C2H3O2,664.4946,604.4735,600.5725,352.2646,259.2065,326.2489
Cer(d18:3/23:0)+C2H3O2,690.6042,630.5831,614.5881,378.3742,259.2065,352.3585
Cer(d18:3/24:0)+C2H3O2,704.6198,644.5987,612.5725,392.3898,259.2065,366.3741
Cer(d18:3/24:1)+C2H3O2,702.6042,642.5831,628.6038,390.3742,259.2065,364.3585
Cer(d18:3/25:0)+C2H3O2,718.6355,658.6144,642.6194,406.4055,259.2065,380.3898
Cer(d18:3/26:0)+C2H3O2,732.6511,672.63,390.3377,420.4211,259.2065,394.4054
Cer(d18:3/8:0)+C2H3O2,480.3694,420.3483,416.3533,168.1394,259.2065,142.1237
Cer(d18:4/10:0)+C2H3O2,506.385,446.3639,444.3846,196.1707,257.1908,170.155
Cer(d18:4/12:0)+C2H3O2,534.4163,474.3952,458.4003,224.202,257.1908,198.1863
Cer(d18:4/13:0)+C2H3O2,548.432,488.4109,472.4159,238.2177,257.1908,212.202
Cer(d18:4/14:0)+C2H3O2,562.4476,502.4265,470.4003,252.2333,257.1908,226.2176
Cer(d18:4/14:1)+C2H3O2,560.432,500.4109,486.4316,250.2177,257.1908,224.202
Cer(d18:4/15:0)+C2H3O2,576.4633,516.4422,484.4159,266.249,257.1908,240.2333
Cer(d18:4/15:1)+C2H3O2,574.4476,514.4265,500.4472,264.2333,257.1908,238.2176
Cer(d18:4/16:0)+C2H3O2,590.4789,530.4578,498.4316,280.2646,257.1908,254.2489
Cer(d18:4/16:1)+C2H3O2,588.4633,528.4422,514.4629,278.249,257.1908,252.2333
Cer(d18:4/17:0)+C2H3O2,604.4946,544.4735,512.4472,294.2803,257.1908,268.2646
Cer(d18:4/17:1)+C2H3O2,602.4789,542.4578,510.4316,292.2646,257.1908,266.2489
Cer(d18:4/17:2)+C2H3O2,600.4633,540.4422,528.4785,290.249,257.1908,264.2333
Cer(d18:4/18:0)+C2H3O2,618.5102,558.4891,526.4629,308.2959,257.1908,282.2802
Cer(d18:4/18:1)+C2H3O2,616.4946,556.4735,524.4472,306.2803,257.1908,280.2646
Cer(d18:4/18:2)+C2H3O2,614.4789,554.4578,522.4316,304.2646,257.1908,278.2489
Cer(d18:4/18:3)+C2H3O2,612.4633,552.4422,520.4159,302.249,257.1908,276.2333
Cer(d18:4/18:4)+C2H3O2,610.4476,550.4265,542.4942,300.2333,257.1908,274.2176
Cer(d18:4/19:0)+C2H3O2,632.5259,572.5048,556.5098,322.3116,257.1908,296.2959
Cer(d18:4/20:0)+C2H3O2,646.5415,586.5204,554.4942,336.3272,257.1908,310.3115
Cer(d18:4/20:1)+C2H3O2,644.5259,584.5048,552.4785,334.3116,257.1908,308.2959
Cer(d18:4/20:2)+C2H3O2,642.5102,582.4891,550.4629,332.2959,257.1908,306.2802
Cer(d18:4/20:3)+C2H3O2,640.4946,580.4735,548.4472,330.2803,257.1908,304.2646
Cer(d18:4/20:4)+C2H3O2,638.4789,578.4578,546.4316,328.2646,257.1908,302.2489
Cer(d18:4/20:5)+C2H3O2,636.4633,576.4422,570.5255,326.249,257.1908,300.2333
Cer(d18:4/21:0)+C2H3O2,660.5572,600.5361,584.5411,350.3429,257.1908,324.3272
Cer(d18:4/22:0)+C2H3O2,674.5728,614.5517,582.5255,364.3585,257.1908,338.3428
Cer(d18:4/22:1)+C2H3O2,672.5572,612.5361,580.5098,362.3429,257.1908,336.3272
Cer(d18:4/22:2)+C2H3O2,670.5415,610.5204,578.4942,360.3272,257.1908,334.3115
Cer(d18:4/22:3)+C2H3O2,668.5259,608.5048,576.4785,358.3116,257.1908,332.2959
Cer(d18:4/22:4)+C2H3O2,666.5102,606.4891,574.4629,356.2959,257.1908,330.2802
Cer(d18:4/22:5)+C2H3O2,664.4946,604.4735,572.4472,354.2803,257.1908,328.2646
Cer(d18:4/22:6)+C2H3O2,662.4789,602.4578,598.5568,352.2646,257.1908,326.2489
Cer(d18:4/23:0)+C2H3O2,688.5885,628.5674,612.5724,378.3742,257.1908,352.3585
Cer(d18:4/24:0)+C2H3O2,702.6041,642.583,610.5568,392.3898,257.1908,366.3741
Cer(d18:4/24:1)+C2H3O2,700.5885,640.5674,626.5881,390.3742,257.1908,364.3585
Cer(d18:4/25:0)+C2H3O2,716.6198,656.5987,640.6037,406.4055,257.1908,380.3898
Cer(d18:4/26:0)+C2H3O2,730.6354,670.6143,388.322,420.4211,257.1908,394.4054
Cer(d18:4/8:0)+C2H3O2,478.3537,418.3326,438.4316,168.1394,257.1908,142.1237
Cer(d19:0/10:0)+C2H3O2,528.4633,468.4422,466.4629,196.1707,279.2691,170.155
Cer(d19:0/12:0)+C2H3O2,556.4946,496.4735,480.4786,224.202,279.2691,198.1863
Cer(d19:0/13:0)+C2H3O2,570.5103,510.4892,494.4942,238.2177,279.2691,212.202
Cer(d19:0/14:0)+C2H3O2,584.5259,524.5048,492.4786,252.2333,279.2691,226.2176
Cer(d19:0/14:1)+C2H3O2,582.5103,522.4892,508.5099,250.2177,279.2691,224.202
Cer(d19:0/15:0)+C2H3O2,598.5416,538.5205,506.4942,266.249,279.2691,240.2333
Cer(d19:0/15:1)+C2H3O2,596.5259,536.5048,522.5255,264.2333,279.2691,238.2176
Cer(d19:0/16:0)+C2H3O2,612.5572,552.5361,520.5099,280.2646,279.2691,254.2489
Cer(d19:0/16:1)+C2H3O2,610.5416,550.5205,536.5412,278.249,279.2691,252.2333
Cer(d19:0/17:0)+C2H3O2,626.5729,566.5518,534.5255,294.2803,279.2691,268.2646
Cer(d19:0/17:1)+C2H3O2,624.5572,564.5361,532.5099,292.2646,279.2691,266.2489
Cer(d19:0/17:2)+C2H3O2,622.5416,562.5205,550.5568,290.249,279.2691,264.2333
Cer(d19:0/18:0)+C2H3O2,640.5885,580.5674,548.5412,308.2959,279.2691,282.2802
Cer(d19:0/18:1)+C2H3O2,638.5729,578.5518,546.5255,306.2803,279.2691,280.2646
Cer(d19:0/18:2)+C2H3O2,636.5572,576.5361,544.5099,304.2646,279.2691,278.2489
Cer(d19:0/18:3)+C2H3O2,634.5416,574.5205,542.4942,302.249,279.2691,276.2333
Cer(d19:0/18:4)+C2H3O2,632.5259,572.5048,564.5725,300.2333,279.2691,274.2176
Cer(d19:0/19:0)+C2H3O2,654.6042,594.5831,578.5881,322.3116,279.2691,296.2959
Cer(d19:0/20:0)+C2H3O2,668.6198,608.5987,576.5725,336.3272,279.2691,310.3115
Cer(d19:0/20:1)+C2H3O2,666.6042,606.5831,574.5568,334.3116,279.2691,308.2959
Cer(d19:0/20:2)+C2H3O2,664.5885,604.5674,572.5412,332.2959,279.2691,306.2802
Cer(d19:0/20:3)+C2H3O2,662.5729,602.5518,570.5255,330.2803,279.2691,304.2646
Cer(d19:0/20:4)+C2H3O2,660.5572,600.5361,568.5099,328.2646,279.2691,302.2489
Cer(d19:0/20:5)+C2H3O2,658.5416,598.5205,592.6038,326.249,279.2691,300.2333
Cer(d19:0/21:0)+C2H3O2,682.6355,622.6144,606.6194,350.3429,279.2691,324.3272
Cer(d19:0/22:0)+C2H3O2,696.6511,636.63,604.6038,364.3585,279.2691,338.3428
Cer(d19:0/22:1)+C2H3O2,694.6355,634.6144,602.5881,362.3429,279.2691,336.3272
Cer(d19:0/22:2)+C2H3O2,692.6198,632.5987,600.5725,360.3272,279.2691,334.3115
Cer(d19:0/22:3)+C2H3O2,690.6042,630.5831,598.5568,358.3116,279.2691,332.2959
Cer(d19:0/22:4)+C2H3O2,688.5885,628.5674,596.5412,356.2959,279.2691,330.2802
Cer(d19:0/22:5)+C2H3O2,686.5729,626.5518,594.5255,354.2803,279.2691,328.2646
Cer(d19:0/22:6)+C2H3O2,684.5572,624.5361,620.6351,352.2646,279.2691,326.2489
Cer(d19:0/23:0)+C2H3O2,710.6668,650.6457,634.6507,378.3742,279.2691,352.3585
Cer(d19:0/24:0)+C2H3O2,724.6824,664.6613,632.6351,392.3898,279.2691,366.3741
Cer(d19:0/24:1)+C2H3O2,722.6668,662.6457,648.6664,390.3742,279.2691,364.3585
Cer(d19:0/25:0)+C2H3O2,738.6981,678.677,662.682,406.4055,279.2691,380.3898
Cer(d19:0/26:0)+C2H3O2,752.7137,692.6926,410.4003,420.4211,279.2691,394.4054
Cer(d19:0/8:0)+C2H3O2,500.432,440.4109,452.4472,168.1394,279.2691,142.1237
Cer(d20:0/10:0)+C2H3O2,542.4789,482.4578,480.4785,196.1707,293.2847,170.155
Cer(d20:0/12:0)+C2H3O2,570.5102,510.4891,494.4942,224.202,293.2847,198.1863
Cer(d20:0/13:0)+C2H3O2,584.5259,524.5048,508.5098,238.2177,293.2847,212.202
Cer(d20:0/14:0)+C2H3O2,598.5415,538.5204,506.4942,252.2333,293.2847,226.2176
Cer(d20:0/14:1)+C2H3O2,596.5259,536.5048,522.5255,250.2177,293.2847,224.202
Cer(d20:0/15:0)+C2H3O2,612.5572,552.5361,520.5098,266.249,293.2847,240.2333
Cer(d20:0/15:1)+C2H3O2,610.5415,550.5204,536.5411,264.2333,293.2847,238.2176
Cer(d20:0/16:0)+C2H3O2,626.5728,566.5517,534.5255,280.2646,293.2847,254.2489
Cer(d20:0/16:1)+C2H3O2,624.5572,564.5361,550.5568,278.249,293.2847,252.2333
Cer(d20:0/17:0)+C2H3O2,640.5885,580.5674,548.5411,294.2803,293.2847,268.2646
Cer(d20:0/17:1)+C2H3O2,638.5728,578.5517,546.5255,292.2646,293.2847,266.2489
Cer(d20:0/17:2)+C2H3O2,636.5572,576.5361,564.5724,290.249,293.2847,264.2333
Cer(d20:0/18:0)+C2H3O2,654.6041,594.583,562.5568,308.2959,293.2847,282.2802
Cer(d20:0/18:1)+C2H3O2,652.5885,592.5674,560.5411,306.2803,293.2847,280.2646
Cer(d20:0/18:2)+C2H3O2,650.5728,590.5517,558.5255,304.2646,293.2847,278.2489
Cer(d20:0/18:3)+C2H3O2,648.5572,588.5361,556.5098,302.249,293.2847,276.2333
Cer(d20:0/18:4)+C2H3O2,646.5415,586.5204,578.5881,300.2333,293.2847,274.2176
Cer(d20:0/19:0)+C2H3O2,668.6198,608.5987,592.6037,322.3116,293.2847,296.2959
Cer(d20:0/20:0)+C2H3O2,682.6354,622.6143,590.5881,336.3272,293.2847,310.3115
Cer(d20:0/20:1)+C2H3O2,680.6198,620.5987,588.5724,334.3116,293.2847,308.2959
Cer(d20:0/20:2)+C2H3O2,678.6041,618.583,586.5568,332.2959,293.2847,306.2802
Cer(d20:0/20:3)+C2H3O2,676.5885,616.5674,584.5411,330.2803,293.2847,304.2646
Cer(d20:0/20:4)+C2H3O2,674.5728,614.5517,582.5255,328.2646,293.2847,302.2489
Cer(d20:0/20:5)+C2H3O2,672.5572,612.5361,606.6194,326.249,293.2847,300.2333
Cer(d20:0/21:0)+C2H3O2,696.6511,636.63,620.635,350.3429,293.2847,324.3272
Cer(d20:0/22:0)+C2H3O2,710.6667,650.6456,618.6194,364.3585,293.2847,338.3428
Cer(d20:0/22:1)+C2H3O2,708.6511,648.63,616.6037,362.3429,293.2847,336.3272
Cer(d20:0/22:2)+C2H3O2,706.6354,646.6143,614.5881,360.3272,293.2847,334.3115
Cer(d20:0/22:3)+C2H3O2,704.6198,644.5987,612.5724,358.3116,293.2847,332.2959
Cer(d20:0/22:4)+C2H3O2,702.6041,642.583,610.5568,356.2959,293.2847,330.2802
Cer(d20:0/22:5)+C2H3O2,700.5885,640.5674,608.5411,354.2803,293.2847,328.2646
Cer(d20:0/22:6)+C2H3O2,698.5728,638.5517,634.6507,352.2646,293.2847,326.2489
Cer(d20:0/23:0)+C2H3O2,724.6824,664.6613,648.6663,378.3742,293.2847,352.3585
Cer(d20:0/24:0)+C2H3O2,738.698,678.6769,646.6507,392.3898,293.2847,366.3741
Cer(d20:0/24:1)+C2H3O2,736.6824,676.6613,662.682,390.3742,293.2847,364.3585
Cer(d20:0/25:0)+C2H3O2,752.7137,692.6926,676.6976,406.4055,293.2847,380.3898
Cer(d20:0/26:0)+C2H3O2,766.7293,706.7082,424.4159,420.4211,293.2847,394.4054
Cer(d20:0/8:0)+C2H3O2,514.4476,454.4265,450.4316,168.1394,293.2847,142.1237
Cer(d20:1/10:0)+C2H3O2,540.4633,480.4422,478.4629,196.1707,291.2691,170.155
Cer(d20:1/12:0)+C2H3O2,568.4946,508.4735,492.4786,224.202,291.2691,198.1863
Cer(d20:1/13:0)+C2H3O2,582.5103,522.4892,506.4942,238.2177,291.2691,212.202
Cer(d20:1/14:0)+C2H3O2,596.5259,536.5048,504.4786,252.2333,291.2691,226.2176
Cer(d20:1/14:1)+C2H3O2,594.5103,534.4892,520.5099,250.2177,291.2691,224.202
Cer(d20:1/15:0)+C2H3O2,610.5416,550.5205,518.4942,266.249,291.2691,240.2333
